id,title,subject,topic,year_group,year_band,diagram_type,description,style_notes,tags,source,curated,image_url,asset_ref
pdl-0562,Phoneme card — e (egg),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""e"" large at top, a friendly illustration of ""egg"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0563,Phoneme card — u (umbrella),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""u"" large at top, a friendly illustration of ""umbrella"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0564,Phoneme card — r (rabbit),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""r"" large at top, a friendly illustration of ""rabbit"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0565,Phoneme card — h (hat),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""h"" large at top, a friendly illustration of ""hat"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0566,Phoneme card — b (bee),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""b"" large at top, a friendly illustration of ""bee"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0567,Phoneme card — f (fish),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""f"" large at top, a friendly illustration of ""fish"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0568,Phoneme card — l (lion),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""l"" large at top, a friendly illustration of ""lion"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0569,Phoneme card — ch (chair),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ch"" large at top, a friendly illustration of ""chair"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0570,Phoneme card — sh (shop),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""sh"" large at top, a friendly illustration of ""shop"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0571,Phoneme card — th (voiced) (the),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""th (voiced)"" large at top, a friendly illustration of ""the"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0572,Phoneme card — th (unvoiced) (thumb),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""th (unvoiced)"" large at top, a friendly illustration of ""thumb"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0573,Phoneme card — ng (ring),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ng"" large at top, a friendly illustration of ""ring"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0574,Phoneme card — ai (snail),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ai"" large at top, a friendly illustration of ""snail"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0575,Phoneme card — ee (tree),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ee"" large at top, a friendly illustration of ""tree"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0576,Phoneme card — igh (light),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""igh"" large at top, a friendly illustration of ""light"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0577,Phoneme card — oa (boat),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""oa"" large at top, a friendly illustration of ""boat"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0578,Phoneme card — oo (long) (moon),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""oo (long)"" large at top, a friendly illustration of ""moon"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0579,Phoneme card — oo (short) (book),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""oo (short)"" large at top, a friendly illustration of ""book"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0580,Phoneme card — ar (star),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ar"" large at top, a friendly illustration of ""star"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0581,Phoneme card — or (fork),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""or"" large at top, a friendly illustration of ""fork"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0582,Phoneme card — ur (burger),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ur"" large at top, a friendly illustration of ""burger"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0583,Phoneme card — ow (cow),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ow"" large at top, a friendly illustration of ""cow"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0584,Phoneme card — oi (coin),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""oi"" large at top, a friendly illustration of ""coin"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0585,Phoneme card — ear (ear),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ear"" large at top, a friendly illustration of ""ear"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0586,Phoneme card — air (chair),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""air"" large at top, a friendly illustration of ""chair"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0587,Phoneme card — ure (treasure),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ure"" large at top, a friendly illustration of ""treasure"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0588,Phoneme card — er (hammer),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""er"" large at top, a friendly illustration of ""hammer"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0589,Phoneme card — ay (tray),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ay"" large at top, a friendly illustration of ""tray"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0590,Phoneme card — ou (house),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ou"" large at top, a friendly illustration of ""house"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0591,Phoneme card — ie (pie),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ie"" large at top, a friendly illustration of ""pie"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0592,Phoneme card — ea (leaf),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ea"" large at top, a friendly illustration of ""leaf"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0593,Phoneme card — oy (boy),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""oy"" large at top, a friendly illustration of ""boy"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0594,Phoneme card — ir (girl),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ir"" large at top, a friendly illustration of ""girl"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0595,Phoneme card — ue (blue),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ue"" large at top, a friendly illustration of ""blue"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0596,Phoneme card — aw (claw),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""aw"" large at top, a friendly illustration of ""claw"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0597,Phoneme card — wh (whale),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""wh"" large at top, a friendly illustration of ""whale"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0598,Phoneme card — ph (phone),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ph"" large at top, a friendly illustration of ""phone"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0599,Phoneme card — ew (stew),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ew"" large at top, a friendly illustration of ""stew"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0600,Phoneme card — oe (toe),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""oe"" large at top, a friendly illustration of ""toe"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0601,Phoneme card — au (sauce),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""au"" large at top, a friendly illustration of ""sauce"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0602,Phoneme card — ey (key),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ey"" large at top, a friendly illustration of ""key"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
